NUMRESERVA;IDALOJAMIENTO;IDMIEMBRO;TIPOID;DIARESERVA;TIEMPODIAS;;;;;;
39881;11015;72403;CC;10/02/19;56;;;;;;
39882;11074;81088;CC;10/02/19;85;;;;;;
39883;11184;77607;CC;10/02/19;69;;;;;;
39884;11207;77023;CC;10/02/19;42;;;;;;
39885;11299;72624;CC;10/02/19;47;;;;;;
39886;11402;74840;CC;10/02/19;73;;;;;;
39887;11450;79904;CC;10/02/19;111;;;;;;
39888;11517;80778;CC;10/02/19;108;;;;;;
39889;11524;80694;CC;10/02/19;34;;;;;;
39890;11560;72574;CC;10/02/19;34;;;;;;
39891;10312;78889;CC;9/02/19;33;;;;;;
39892;10411;79955;CC;9/02/19;96;;;;;;
39893;10434;75681;CC;9/02/19;120;;;;;;
39894;10439;76674;CC;9/02/19;114;;;;;;
39895;10448;73087;CC;9/02/19;86;;;;;;
39896;10483;79754;CC;9/02/19;84;;;;;;
39897;10524;77400;CC;9/02/19;31;;;;;;
39898;10527;79660;CC;9/02/19;62;;;;;;
39899;10535;73012;CC;9/02/19;46;;;;;;
39900;10759;74082;CC;9/02/19;92;;;;;;
39901;10845;82048;CC;9/02/19;94;;;;;;
39902;10927;77187;CC;9/02/19;110;;;;;;
39903;10984;76251;CC;9/02/19;55;;;;;;
39904;11017;76299;CC;9/02/19;59;;;;;;
39905;11145;80716;CC;9/02/19;96;;;;;;
39906;11198;76343;CC;9/02/19;63;;;;;;
39907;11317;76664;CC;9/02/19;50;;;;;;
39908;11320;80660;CC;9/02/19;114;;;;;;
39909;11528;79963;CC;9/02/19;109;;;;;;
39910;10301;78466;CC;8/02/19;38;;;;;;
39911;10303;78868;CC;8/02/19;56;;;;;;
39912;10371;73634;CC;8/02/19;84;;;;;;
39913;10387;77225;CC;8/02/19;118;;;;;;
39914;10461;79820;CC;8/02/19;35;;;;;;
39915;10479;80646;CC;8/02/19;66;;;;;;
39916;10570;74118;CC;8/02/19;65;;;;;;
39917;10650;79034;CC;8/02/19;58;;;;;;
39918;10740;77029;CC;8/02/19;96;;;;;;
39919;10804;74368;CC;8/02/19;34;;;;;;
39920;11046;76155;CC;8/02/19;67;;;;;;
39921;11094;79347;CC;8/02/19;51;;;;;;
39922;11138;75230;CC;8/02/19;34;;;;;;
39923;11257;80454;CC;8/02/19;83;;;;;;
39924;11268;77562;CC;8/02/19;86;;;;;;
39925;11302;73283;CC;8/02/19;90;;;;;;
39926;11340;79344;CC;8/02/19;47;;;;;;
39927;11350;72478;CC;8/02/19;31;;;;;;
39928;11405;78027;CC;8/02/19;80;;;;;;
39929;11439;74928;CC;8/02/19;86;;;;;;
39930;11460;73068;CC;8/02/19;39;;;;;;
39931;11480;77073;CC;8/02/19;84;;;;;;
39932;11537;74523;CC;8/02/19;69;;;;;;
39933;10290;72447;CC;7/02/19;52;;;;;;
39934;10368;72301;CC;7/02/19;43;;;;;;
39935;10407;80614;CC;7/02/19;96;;;;;;
39936;10424;72535;CC;7/02/19;52;;;;;;
39937;10489;73366;CC;7/02/19;73;;;;;;
39938;10518;77819;CC;7/02/19;106;;;;;;
39939;10523;79554;CC;7/02/19;66;;;;;;
39940;10541;73864;CC;7/02/19;93;;;;;;
39941;10582;72877;CC;7/02/19;95;;;;;;
39942;10831;81201;CC;7/02/19;31;;;;;;
39943;10910;75405;CC;7/02/19;50;;;;;;
39944;10911;73210;CC;7/02/19;64;;;;;;
39945;10928;76799;CC;7/02/19;55;;;;;;
39946;10942;79725;CC;7/02/19;61;;;;;;
39947;10962;75929;CC;7/02/19;82;;;;;;
39948;10973;76581;CC;7/02/19;109;;;;;;
39949;11053;77912;CC;7/02/19;95;;;;;;
39950;11103;73495;CC;7/02/19;104;;;;;;
39951;11120;78734;CC;7/02/19;108;;;;;;
39952;11250;77859;CC;7/02/19;114;;;;;;
39953;11264;80089;CC;7/02/19;66;;;;;;
39954;11289;72513;CC;7/02/19;59;;;;;;
39955;11327;80731;CC;7/02/19;65;;;;;;
39956;11347;74787;CC;7/02/19;105;;;;;;
39957;11461;74847;CC;7/02/19;57;;;;;;
39958;11532;77751;CC;7/02/19;90;;;;;;
39959;10325;73005;CC;6/02/19;44;;;;;;
39960;10394;76230;CC;6/02/19;78;;;;;;
39961;10398;81499;TI;6/02/19;55;;;;;;
39962;10400;81212;CC;6/02/19;42;;;;;;
39963;10413;80823;CC;6/02/19;99;;;;;;
39964;10503;75898;CC;6/02/19;65;;;;;;
39965;10512;73276;CC;6/02/19;108;;;;;;
39966;10531;81529;CC;6/02/19;34;;;;;;
39967;10875;78935;CC;6/02/19;89;;;;;;
39968;10884;79339;CC;6/02/19;74;;;;;;
39969;10896;80760;CC;6/02/19;110;;;;;;
39970;11034;80308;CC;6/02/19;58;;;;;;
39971;11035;80114;CC;6/02/19;74;;;;;;
39972;11253;73022;CC;6/02/19;45;;;;;;
39973;11380;76136;CC;6/02/19;75;;;;;;
39974;11383;81461;CC;6/02/19;82;;;;;;
39975;11392;78974;CC;6/02/19;91;;;;;;
39976;11477;79753;CC;6/02/19;40;;;;;;
39977;11490;74646;CC;6/02/19;87;;;;;;
39978;11502;72885;CC;6/02/19;95;;;;;;
39979;11522;79127;CC;6/02/19;56;;;;;;
39980;11550;75930;CC;6/02/19;97;;;;;;
39981;10274;82044;CC;5/02/19;49;;;;;;
39982;10300;76720;CC;5/02/19;48;;;;;;
39983;10355;75721;CC;5/02/19;38;;;;;;
39984;10376;75364;CC;5/02/19;107;;;;;;
39985;10436;79460;CC;5/02/19;36;;;;;;
39986;10556;73230;CC;5/02/19;117;;;;;;
39987;10728;78524;CC;5/02/19;35;;;;;;
39988;10736;72303;CC;5/02/19;50;;;;;;
39989;10811;77511;CC;5/02/19;40;;;;;;
39990;10815;81082;CC;5/02/19;93;;;;;;
39991;10817;79179;CC;5/02/19;59;;;;;;
39992;10839;76589;CC;5/02/19;97;;;;;;
39993;10930;75911;CC;5/02/19;38;;;;;;
39994;10955;78582;CC;5/02/19;110;;;;;;
39995;11020;81793;CC;5/02/19;105;;;;;;
39996;11031;81794;CC;5/02/19;84;;;;;;
39997;11060;72537;CC;5/02/19;104;;;;;;
39998;11119;74484;CC;5/02/19;42;;;;;;
39999;11155;76597;CC;5/02/19;110;;;;;;
40000;11272;81599;CC;5/02/19;117;;;;;;
40001;11279;82032;CC;5/02/19;106;;;;;;
40002;11296;79591;CC;5/02/19;90;;;;;;
40003;11390;72171;CC;5/02/19;119;;;;;;
40004;11420;79464;CC;5/02/19;56;;;;;;
40005;11473;80458;CC;5/02/19;86;;;;;;
40006;11495;78705;CC;5/02/19;73;;;;;;
40007;11513;77904;CC;5/02/19;106;;;;;;
40008;11539;80038;CC;5/02/19;73;;;;;;
40009;10382;81992;CC;4/02/19;119;;;;;;
40010;10493;79312;CC;4/02/19;64;;;;;;
40011;10497;73769;CC;4/02/19;111;;;;;;
40012;10565;81132;CC;4/02/19;31;;;;;;
40013;10599;81629;CC;4/02/19;73;;;;;;
40014;10615;74971;CC;4/02/19;57;;;;;;
40015;10668;75067;CC;4/02/19;88;;;;;;
40016;10698;78692;CC;4/02/19;47;;;;;;
40017;10794;74233;CC;4/02/19;35;;;;;;
40018;10888;75086;CC;4/02/19;56;;;;;;
40019;10909;82077;CC;4/02/19;91;;;;;;
40020;10958;73205;CC;4/02/19;69;;;;;;
40021;11106;80045;CC;4/02/19;65;;;;;;
40022;11125;76350;CC;4/02/19;103;;;;;;
40023;11170;72494;CC;4/02/19;50;;;;;;
40024;11218;77203;CC;4/02/19;91;;;;;;
40025;11225;73321;CC;4/02/19;88;;;;;;
40026;11228;75091;CC;4/02/19;119;;;;;;
40027;11258;74410;CC;4/02/19;71;;;;;;
40028;11325;72475;CC;4/02/19;65;;;;;;
40029;11337;76535;TI;4/02/19;86;;;;;;
40030;11375;73294;CC;4/02/19;97;;;;;;
40031;11395;72402;CC;4/02/19;31;;;;;;
40032;11399;81113;CC;4/02/19;76;;;;;;
40033;11418;79493;CC;4/02/19;46;;;;;;
40034;11429;73940;CC;4/02/19;62;;;;;;
40035;11512;80442;CC;4/02/19;71;;;;;;
40036;11525;73924;CC;4/02/19;38;;;;;;
40037;10307;74582;CC;3/02/19;44;;;;;;
40038;10320;78725;CC;3/02/19;52;;;;;;
40039;10345;77194;CC;3/02/19;53;;;;;;
40040;10352;76124;CC;3/02/19;40;;;;;;
40041;10372;72993;CC;3/02/19;69;;;;;;
40042;10405;78518;CC;3/02/19;62;;;;;;
40043;10419;74952;CC;3/02/19;44;;;;;;
40044;10446;76659;CC;3/02/19;63;;;;;;
40045;10465;81679;CC;3/02/19;113;;;;;;
40046;10468;73719;CC;3/02/19;40;;;;;;
40047;10507;76327;CC;3/02/19;104;;;;;;
40048;10516;77900;CC;3/02/19;37;;;;;;
40049;10521;80886;CC;3/02/19;100;;;;;;
40050;10655;75160;CC;3/02/19;50;;;;;;
40051;10656;77309;CC;3/02/19;95;;;;;;
40052;10671;81544;CC;3/02/19;93;;;;;;
40053;10676;74535;CC;3/02/19;72;;;;;;
40054;10715;79761;CC;3/02/19;40;;;;;;
40055;10723;76260;CC;3/02/19;65;;;;;;
40056;10793;80767;CC;3/02/19;31;;;;;;
40057;10813;79675;CC;3/02/19;72;;;;;;
40058;10906;73483;CC;3/02/19;110;;;;;;
40059;10916;80079;CC;3/02/19;62;;;;;;
40060;11124;79623;CC;3/02/19;39;;;;;;
40061;11163;81213;CC;3/02/19;108;;;;;;
40062;11177;75743;CC;3/02/19;96;;;;;;
40063;11214;78470;CC;3/02/19;68;;;;;;
40064;11227;73647;CC;3/02/19;55;;;;;;
40065;11252;76881;CC;3/02/19;32;;;;;;
40066;11348;74822;CC;3/02/19;40;;;;;;
40067;11413;77775;CC;3/02/19;50;;;;;;
40068;11507;74704;CC;3/02/19;93;;;;;;
40069;11544;73282;CC;3/02/19;97;;;;;;
40070;11554;74090;CC;3/02/19;54;;;;;;
40071;10309;81278;CC;2/02/19;50;;;;;;
40072;10430;78610;CC;2/02/19;58;;;;;;
40073;10443;74472;CC;2/02/19;44;;;;;;
40074;10444;78171;CC;2/02/19;60;;;;;;
40075;10463;72838;CC;2/02/19;32;;;;;;
40076;10464;80280;CC;2/02/19;44;;;;;;
40077;10864;73883;CC;2/02/19;86;;;;;;
40078;10880;76819;CC;2/02/19;56;;;;;;
40079;10936;72850;TI;2/02/19;33;;;;;;
40080;10999;75693;CC;2/02/19;34;;;;;;
40081;11052;76735;CC;2/02/19;79;;;;;;
40082;11064;76337;CC;2/02/19;89;;;;;;
40083;11113;72524;CC;2/02/19;83;;;;;;
40084;11149;81810;CC;2/02/19;53;;;;;;
40085;11242;80135;CC;2/02/19;37;;;;;;
40086;11346;79703;CC;2/02/19;31;;;;;;
40087;11468;73007;CC;2/02/19;88;;;;;;
40088;11542;76285;CC;2/02/19;98;;;;;;
40089;10302;75009;CC;1/02/19;44;;;;;;
40090;10415;72766;CC;1/02/19;50;;;;;;
40091;10581;80048;CC;1/02/19;95;;;;;;
40092;10630;79060;CC;1/02/19;119;;;;;;
40093;10637;79487;CC;1/02/19;78;;;;;;
40094;10653;72859;CC;1/02/19;83;;;;;;
40095;10688;77843;CC;1/02/19;63;;;;;;
40096;10857;81204;CC;1/02/19;47;;;;;;
40097;10935;79668;CC;1/02/19;90;;;;;;
40098;10983;73766;CC;1/02/19;43;;;;;;
40099;11047;76762;CC;1/02/19;108;;;;;;
40100;11117;72322;CC;1/02/19;84;;;;;;
40101;11122;77940;CC;1/02/19;90;;;;;;
40102;11133;80718;CC;1/02/19;75;;;;;;
40103;11179;81911;CC;1/02/19;93;;;;;;
40104;11204;74219;CC;1/02/19;31;;;;;;
40105;11230;74348;CC;1/02/19;83;;;;;;
40106;11256;76992;CC;1/02/19;104;;;;;;
40107;11285;73298;CC;1/02/19;119;;;;;;
40108;11291;78578;CC;1/02/19;86;;;;;;
40109;11366;79993;CC;1/02/19;106;;;;;;
40110;11378;76984;CC;1/02/19;97;;;;;;
40111;11437;73349;CC;1/02/19;105;;;;;;
40112;11509;80383;CC;1/02/19;64;;;;;;
40113;11526;76571;CC;1/02/19;74;;;;;;
40114;11090;98295;CC;30/11/18;32;;;;;;
40115;11139;96765;CE;30/11/18;41;;;;;;
40116;11158;101513;CC;30/11/18;60;;;;;;
40117;11072;101107;CC;29/11/18;37;;;;;;
40118;11141;103281;CC;29/11/18;49;;;;;;
40119;11153;100699;CE;26/11/18;50;;;;;;
40120;11123;100090;CC;25/11/18;38;;;;;;
40121;11129;100061;CC;25/11/18;37;;;;;;
40122;11157;97959;CC;24/11/18;44;;;;;;
40123;11114;100657;CE;22/11/18;55;;;;;;
40124;11121;96618;CC;22/11/18;60;;;;;;
40125;11061;101618;CC;21/11/18;57;;;;;;
40126;11079;101086;CC;20/11/18;40;;;;;;
40127;11099;93743;CC;20/11/18;41;;;;;;
40128;11100;96595;CE;20/11/18;39;;;;;;
40129;11154;100926;CC;20/11/18;59;;;;;;
40130;11066;95086;CE;18/11/18;47;;;;;;
40131;11109;96988;CE;18/11/18;57;;;;;;
40132;11159;102559;CC;16/11/18;52;;;;;;
40133;11101;99173;CC;15/11/18;39;;;;;;
40134;11135;99245;CE;15/11/18;42;;;;;;
40135;11143;95209;CE;15/11/18;41;;;;;;
40136;11073;99611;CE;14/11/18;36;;;;;;
40137;11063;99984;CE;13/11/18;55;;;;;;
40138;11077;100961;CC;13/11/18;60;;;;;;
40139;11140;102911;CC;13/11/18;56;;;;;;
40140;11098;96045;CC;11/11/18;35;;;;;;
40141;11083;99185;CE;10/11/18;60;;;;;;
40142;11106;100385;CE;10/11/18;38;;;;;;
40143;11130;99792;CC;9/11/18;37;;;;;;
40144;11133;103027;CC;9/11/18;55;;;;;;
40145;11144;101109;TI;8/11/18;41;;;;;;
40146;11092;93467;CE;7/11/18;57;;;;;;
40147;11062;95159;CE;6/11/18;44;;;;;;
40148;11097;97772;CE;6/11/18;34;;;;;;
40149;11118;97645;CE;6/11/18;33;;;;;;
40150;11126;99194;CE;6/11/18;42;;;;;;
40151;11067;98378;CE;5/11/18;54;;;;;;
40152;11081;95900;CE;5/11/18;47;;;;;;
40153;11064;101667;CE;4/11/18;44;;;;;;
40154;11136;100540;CC;3/11/18;46;;;;;;
40155;11150;98848;CE;3/11/18;57;;;;;;
40156;11082;95148;CE;2/11/18;53;;;;;;
40157;11115;98761;CC;2/11/18;58;;;;;;
40158;11107;93667;CC;1/11/18;44;;;;;;
40159;11112;99600;CC;31/10/18;51;;;;;;
40160;11155;93597;CC;31/10/18;32;;;;;;
40161;11142;93877;CE;30/10/18;36;;;;;;
40162;11080;100262;CC;29/10/18;41;;;;;;
40163;11094;98359;CE;29/10/18;43;;;;;;
40164;11148;101691;CE;29/10/18;39;;;;;;
40165;11156;96004;CC;29/10/18;57;;;;;;
40166;11110;101024;CC;27/10/18;44;;;;;;
40167;11138;93950;CC;27/10/18;51;;;;;;
40168;11069;97777;CE;26/10/18;41;;;;;;
40169;11070;97523;CC;26/10/18;42;;;;;;
40170;11085;96455;CE;26/10/18;58;;;;;;
40171;11075;102034;CE;25/10/18;35;;;;;;
40172;11093;99342;CC;25/10/18;49;;;;;;
40173;11120;102638;CE;25/10/18;40;;;;;;
40174;11074;96362;CC;24/10/18;38;;;;;;
40175;11095;96739;CC;23/10/18;42;;;;;;
40176;11113;96013;CC;23/10/18;54;;;;;;
40177;11145;102925;CC;23/10/18;34;;;;;;
40178;11147;102484;CC;23/10/18;51;;;;;;
40179;11128;96924;CE;22/10/18;39;;;;;;
40180;11096;100921;CC;21/10/18;45;;;;;;
40181;11103;99254;CE;21/10/18;34;;;;;;
40182;11084;103173;CE;20/10/18;36;;;;;;
40183;11104;102242;CE;20/10/18;56;;;;;;
40184;11125;97393;CE;20/10/18;51;;;;;;
40185;11091;99497;CE;19/10/18;44;;;;;;
40186;11146;99999;CE;18/10/18;49;;;;;;
40187;11151;99081;CC;18/10/18;33;;;;;;
40188;11089;101337;CE;17/10/18;59;;;;;;
40189;11105;99253;TI;17/10/18;40;;;;;;
40190;11116;98274;CC;17/10/18;58;;;;;;
40191;11152;98406;CC;17/10/18;55;;;;;;
40192;11065;97236;CE;16/10/18;42;;;;;;
40193;11149;94011;CE;16/10/18;46;;;;;;
40194;11068;101289;CE;14/10/18;54;;;;;;
40195;11076;95221;CC;14/10/18;41;;;;;;
40196;11117;100316;CC;14/10/18;33;;;;;;
40197;11134;99015;CE;13/10/18;50;;;;;;
40198;11127;94379;CE;12/10/18;46;;;;;;
40199;11131;95597;CC;11/10/18;44;;;;;;
40200;11137;95768;CC;11/10/18;60;;;;;;
40201;11111;95412;CE;9/10/18;46;;;;;;
40202;11078;97335;CE;7/10/18;37;;;;;;
40203;11119;99101;CC;7/10/18;45;;;;;;
40204;11122;100326;CE;7/10/18;54;;;;;;
40205;11160;101001;CE;7/10/18;47;;;;;;
40206;11124;94678;CC;6/10/18;47;;;;;;
40207;11071;95753;CC;5/10/18;34;;;;;;
40208;11086;99107;CC;5/10/18;59;;;;;;
40209;11088;96553;CE;5/10/18;60;;;;;;
40210;11102;97982;CE;5/10/18;46;;;;;;
40211;11108;95650;CC;4/10/18;37;;;;;;
40212;11132;103213;CE;3/10/18;37;;;;;;
40213;11087;101984;TI;2/10/18;47;;;;;;
40214;11852;76124;CC;30/09/18;54;;;;;;
40215;11929;78113;CC;30/09/18;101;;;;;;
40216;12015;80520;CC;30/09/18;66;;;;;;
40217;12042;78329;CC;30/09/18;65;;;;;;
40218;12059;76994;CC;30/09/18;90;;;;;;
40219;12106;73244;CC;30/09/18;57;;;;;;
40220;12112;81293;CC;30/09/18;88;;;;;;
40221;12168;75067;CC;30/09/18;53;;;;;;
40222;12223;76260;CC;30/09/18;63;;;;;;
40223;12245;81164;CC;30/09/18;73;;;;;;
40224;10362;80174;CC;30/09/18;62;;;;;;
40225;10394;80390;CC;30/09/18;115;;;;;;
40226;10432;75221;CC;30/09/18;113;;;;;;
40227;10635;78235;CC;30/09/18;108;;;;;;
40228;10668;72951;CC;30/09/18;48;;;;;;
40229;10688;75956;CC;30/09/18;44;;;;;;
40230;10691;78474;CC;30/09/18;51;;;;;;
40231;10771;74121;CC;30/09/18;101;;;;;;
40232;10772;81599;CC;30/09/18;41;;;;;;
40233;11803;78868;CC;29/09/18;54;;;;;;
40234;11960;81627;CC;29/09/18;43;;;;;;
40235;11970;81507;CC;29/09/18;109;;;;;;
40236;12043;78599;CC;29/09/18;46;;;;;;
40237;10324;78727;CC;29/09/18;99;;;;;;
40238;10390;72860;CC;29/09/18;96;;;;;;
40239;10444;72271;CC;29/09/18;60;;;;;;
40240;10499;75693;CC;29/09/18;96;;;;;;
40241;10582;75108;CC;29/09/18;106;;;;;;
40242;10602;72379;CC;29/09/18;95;;;;;;
40243;10628;78076;CC;29/09/18;67;;;;;;
40244;10638;75230;CC;29/09/18;62;;;;;;
40245;10684;77607;CC;29/09/18;79;;;;;;
40246;10698;76343;CC;29/09/18;72;;;;;;
40247;10743;75614;TI;29/09/18;88;;;;;;
40248;10760;78766;CC;29/09/18;94;;;;;;
40249;10812;74682;CC;29/09/18;80;;;;;;
40250;10895;72402;CC;29/09/18;97;;;;;;
40251;10915;78744;CC;29/09/18;67;;;;;;
40252;10991;80099;CC;29/09/18;61;;;;;;
40253;11031;73876;CC;29/09/18;62;;;;;;
40254;11838;78265;CC;28/09/18;37;;;;;;
40255;12034;81005;CC;28/09/18;67;;;;;;
40256;12045;72818;CC;28/09/18;117;;;;;;
40257;12047;80286;CC;28/09/18;88;;;;;;
40258;12083;79250;CC;28/09/18;98;;;;;;
40259;12151;79983;CC;28/09/18;105;;;;;;
40260;12218;80998;CC;28/09/18;58;;;;;;
40261;10265;78119;CC;28/09/18;117;;;;;;
40262;10279;78664;CC;28/09/18;63;;;;;;
40263;10319;74436;CC;28/09/18;50;;;;;;
40264;10353;81971;CC;28/09/18;114;;;;;;
40265;10528;73945;CC;28/09/18;84;;;;;;
40266;10601;76018;CC;28/09/18;71;;;;;;
40267;10695;74113;CC;28/09/18;111;;;;;;
40268;10792;76635;CC;28/09/18;95;;;;;;
40269;10811;78312;TI;28/09/18;79;;;;;;
40270;10902;74840;CC;28/09/18;100;;;;;;
40271;10941;72127;CC;28/09/18;78;;;;;;
40272;10969;73761;CC;28/09/18;57;;;;;;
40273;10980;77073;CC;28/09/18;61;;;;;;
40274;11024;80694;CC;28/09/18;106;;;;;;
40275;11780;77099;CC;27/09/18;46;;;;;;
40276;11813;76151;CC;27/09/18;34;;;;;;
40277;11857;80375;CC;27/09/18;49;;;;;;
40278;11895;76845;CC;27/09/18;82;;;;;;
40279;11953;81835;CC;27/09/18;90;;;;;;
40280;12004;73643;CC;27/09/18;86;;;;;;
40281;12088;78144;CC;27/09/18;64;;;;;;
40282;12215;79761;CC;27/09/18;65;;;;;;
40283;12228;78524;CC;27/09/18;114;;;;;;
40284;10292;76263;CC;27/09/18;118;;;;;;
40285;10405;76607;CC;27/09/18;60;;;;;;
40286;10510;75678;CC;27/09/18;111;;;;;;
40287;10567;75706;CC;27/09/18;120;;;;;;
40288;10620;78734;CC;27/09/18;31;;;;;;
40289;10636;79303;CC;27/09/18;75;;;;;;
40290;10734;77227;CC;27/09/18;117;;;;;;
40291;10799;72624;CC;27/09/18;59;;;;;;
40292;10863;72914;CC;27/09/18;89;;;;;;
40293;10874;73738;CC;27/09/18;79;;;;;;
40294;11049;81099;CC;27/09/18;73;;;;;;
40295;11763;72869;CC;26/09/18;51;;;;;;
40296;11812;78889;CC;26/09/18;35;;;;;;
40297;11919;74952;CC;26/09/18;99;;;;;;
40298;12118;80077;CC;26/09/18;57;;;;;;
40299;12137;79487;CC;26/09/18;40;;;;;;
40300;12166;73442;CC;26/09/18;89;;;;;;
40301;10263;75496;CC;26/09/18;59;;;;;;
40302;10335;78358;CC;26/09/18;106;;;;;;
40303;10343;76765;CC;26/09/18;47;;;;;;
40304;10422;77113;CC;26/09/18;68;;;;;;
40305;10428;76799;CC;26/09/18;86;;;;;;
40306;10456;74506;CC;26/09/18;57;;;;;;
40307;10465;79236;CC;26/09/18;36;;;;;;
40308;10529;78223;CC;26/09/18;115;;;;;;
40309;10539;77540;CC;26/09/18;71;;;;;;
40310;10631;74869;TI;26/09/18;103;;;;;;
40311;10704;74219;CC;26/09/18;36;;;;;;
40312;10719;73472;CC;26/09/18;64;;;;;;
40313;10782;77627;CC;26/09/18;91;;;;;;
40314;10825;72475;CC;26/09/18;67;;;;;;
40315;10862;75636;CC;26/09/18;62;;;;;;
40316;10966;80774;CC;26/09/18;78;;;;;;
40317;10988;75307;CC;26/09/18;37;;;;;;
40318;11826;74208;CC;25/09/18;35;;;;;;
40319;11968;73719;CC;25/09/18;64;;;;;;
40320;11982;81371;CC;25/09/18;100;;;;;;
40321;11996;81954;CC;25/09/18;99;;;;;;
40322;12029;77807;CC;25/09/18;62;;;;;;
40323;12080;76026;CC;25/09/18;116;;;;;;
40324;12087;73153;CC;25/09/18;103;;;;;;
40325;12089;77198;CC;25/09/18;111;;;;;;
40326;12104;81548;CC;25/09/18;90;;;;;;
40327;12179;77213;CC;25/09/18;101;;;;;;
40328;10325;74874;CC;25/09/18;120;;;;;;
40329;10326;80918;CC;25/09/18;54;;;;;;
40330;10495;73704;CC;25/09/18;84;;;;;;
40331;10547;76762;CC;25/09/18;120;;;;;;
40332;10590;77140;CC;25/09/18;63;;;;;;
40333;10685;74811;CC;25/09/18;116;;;;;;
40334;10739;81467;CC;25/09/18;44;;;;;;
40335;10751;80102;CC;25/09/18;68;;;;;;
40336;10774;75560;CC;25/09/18;61;;;;;;
40337;10934;78088;CC;25/09/18;118;;;;;;
40338;10972;81297;CC;25/09/18;92;;;;;;
40339;10982;79307;CC;25/09/18;72;;;;;;
40340;10985;75755;CC;25/09/18;114;;;;;;
40341;11908;80282;CC;24/09/18;76;;;;;;
40342;12035;73012;CC;24/09/18;57;;;;;;
40343;12082;72877;CC;24/09/18;107;;;;;;
40344;12116;75500;CC;24/09/18;50;;;;;;
40345;12189;81306;CC;24/09/18;103;;;;;;
40346;12209;80592;CC;24/09/18;33;;;;;;
40347;10278;78965;CC;24/09/18;65;;;;;;
40348;10338;81039;CC;24/09/18;57;;;;;;
40349;10388;75086;CC;24/09/18;108;;;;;;
40350;10423;76679;CC;24/09/18;67;;;;;;
40351;10438;79483;CC;24/09/18;49;;;;;;
40352;10441;74756;CC;24/09/18;95;;;;;;
40353;10469;75498;CC;24/09/18;57;;;;;;
40354;10537;81086;CC;24/09/18;66;;;;;;
40355;10603;73495;CC;24/09/18;96;;;;;;
40356;10608;72239;CC;24/09/18;119;;;;;;
40357;10652;75178;CC;24/09/18;73;;;;;;
40358;10662;75984;CC;24/09/18;33;;;;;;
40359;10707;77023;CC;24/09/18;73;;;;;;
40360;10876;74175;CC;24/09/18;106;;;;;;
40361;10960;73068;CC;24/09/18;49;;;;;;
40362;10970;72981;CC;24/09/18;83;;;;;;
40363;10986;74463;CC;24/09/18;37;;;;;;
40364;11011;78910;CC;24/09/18;115;;;;;;
40365;11013;77904;CC;24/09/18;62;;;;;;
40366;11015;77353;CC;24/09/18;102;;;;;;
40367;11782;82035;CC;23/09/18;47;;;;;;
40368;11793;79255;CC;23/09/18;47;;;;;;
40369;11833;80143;CC;23/09/18;32;;;;;;
40370;11922;74739;CC;23/09/18;89;;;;;;
40371;11933;76629;CC;23/09/18;99;;;;;;
40372;11951;78649;CC;23/09/18;112;;;;;;
40373;11964;80280;CC;23/09/18;81;;;;;;
40374;12000;78897;CC;23/09/18;52;;;;;;
40375;12075;80031;CC;23/09/18;51;;;;;;
40376;12081;80048;CC;23/09/18;57;;;;;;
40377;12142;75436;CC;23/09/18;95;;;;;;
40378;12164;75259;CC;23/09/18;88;;;;;;
40379;12205;79227;CC;23/09/18;89;;;;;;
40380;12249;74002;CC;23/09/18;67;;;;;;
40381;10288;74890;CC;23/09/18;68;;;;;;
40382;10317;79179;CC;23/09/18;65;;;;;;
40383;10361;80274;CC;23/09/18;118;;;;;;
40384;10562;73734;CC;23/09/18;43;;;;;;
40385;10600;76307;CC;23/09/18;45;;;;;;
40386;10613;72524;CC;23/09/18;105;;;;;;
40387;10617;72322;CC;23/09/18;65;;;;;;
40388;10621;76081;CC;23/09/18;66;;;;;;
40389;10627;76032;CC;23/09/18;108;;;;;;
40390;10651;79277;CC;23/09/18;63;;;;;;
40391;11016;79503;CC;23/09/18;99;;;;;;
40392;11050;75930;CC;23/09/18;99;;;;;;
40393;11786;79077;CC;22/09/18;56;;;;;;
40394;11863;72585;CC;22/09/18;80;;;;;;
40395;11893;78360;CC;22/09/18;44;;;;;;
40396;11994;81207;CC;22/09/18;120;;;;;;
40397;12021;80886;CC;22/09/18;100;;;;;;
40398;12103;73039;CC;22/09/18;110;;;;;;
40399;12132;82020;CC;22/09/18;59;;;;;;
40400;12200;77258;CC;22/09/18;78;;;;;;
40401;12206;76070;CC;22/09/18;97;;;;;;
40402;12235;72848;CC;22/09/18;102;;;;;;
40403;12244;75276;CC;22/09/18;104;;;;;;
40404;10327;76174;CC;22/09/18;35;;;;;;
40405;10414;80867;CC;22/09/18;104;;;;;;
40406;10492;79977;CC;22/09/18;96;;;;;;
40407;10586;72100;CC;22/09/18;84;;;;;;
40408;10589;77087;CC;22/09/18;110;;;;;;
40409;10591;81092;CC;22/09/18;50;;;;;;
40410;10604;76438;CC;22/09/18;33;;;;;;
40411;10605;77616;CC;22/09/18;39;;;;;;
40412;10619;74484;CC;22/09/18;81;;;;;;
40413;10705;78208;CC;22/09/18;120;;;;;;
40414;10800;72277;CC;22/09/18;38;;;;;;
40415;10861;72906;CC;22/09/18;108;;;;;;
40416;10955;73885;TI;22/09/18;105;;;;;;
