IDALOJAMIENTO,DIRECCION,NUMHABITACION,TIPOHABITACION,TIPOOPHAB
3157,59200 Kenwood Place,6,Compartida,ViviendaUniv
3158,1 Holy Cross Junction,16194,Compartida,ViviendaUniv
3159,5222 Green Hill,7364,Compartida,ViviendaUniv
3160,03536 Gulseth Pass,89088,Compartida,ViviendaUniv
3161,4 Michigan Hill,23,Compartida,ViviendaUniv
3162,0263 Westridge Way,24,Compartida,ViviendaUniv
3163,93660 Badeau Point,0345,Compartida,ViviendaUniv
3164,06 Mallory Drive,07988,Compartida,ViviendaUniv
3165,149 Derek Parkway,4,Compartida,ViviendaUniv
3166,183 Vernon Circle,104,Compartida,ViviendaUniv
3167,7131 Algoma Circle,40769,Compartida,ViviendaUniv
3168,498 Rigney Avenue,6810,Compartida,ViviendaUniv
3169,2 Eastlawn Drive,6493,Compartida,ViviendaUniv
3170,573 Pennsylvania Terrace,0208,Compartida,ViviendaUniv
3171,47 Sullivan Pass,0,Compartida,ViviendaUniv
3172,528 Manitowish Street,9,Compartida,ViviendaUniv
3173,83 Anzinger Center,0591,Compartida,ViviendaUniv
3174,494 Basil Alley,615,Compartida,ViviendaUniv
3175,36 Main Crossing,97832,Compartida,ViviendaUniv
3176,2656 Miller Park,21340,Compartida,ViviendaUniv
3177,3052 Sunfield Way,3,Compartida,ViviendaUniv
3178,52 Eastwood Junction,74,Compartida,ViviendaUniv
3179,9697 Holmberg Street,4928,Compartida,ViviendaUniv
3180,8 Chinook Street,14198,Compartida,ViviendaUniv
3181,62981 Mccormick Place,36,Compartida,ViviendaUniv
3182,4786 Colorado Center,39979,Compartida,ViviendaUniv
3183,15323 Gateway Junction,98729,Compartida,ViviendaUniv
3184,401 Surrey Court,6,Compartida,ViviendaUniv
3185,08722 Northview Street,03347,Compartida,ViviendaUniv
3186,1 Autumn Leaf Pass,958,Compartida,ViviendaUniv
3187,6 Arkansas Road,32,Compartida,ViviendaUniv
3188,083 Porter Place,8,Compartida,ViviendaUniv
3189,73830 Utah Pass,344,Compartida,ViviendaUniv
3190,78 Hintze Circle,64,Compartida,ViviendaUniv
3191,43 5th Center,77,Compartida,ViviendaUniv
3192,200 Florence Alley,31444,Compartida,ViviendaUniv
3193,463 Lotheville Pass,096,Compartida,ViviendaUniv
3194,58972 Colorado Point,58582,Compartida,ViviendaUniv
3195,6356 Ilene Drive,97,Compartida,ViviendaUniv
3196,371 Hallows Point,51,Compartida,ViviendaUniv
3197,3985 Bayside Circle,58,Compartida,ViviendaUniv
3198,0229 Heffernan Way,68213,Compartida,ViviendaUniv
3199,8296 Cardinal Center,2733,Compartida,ViviendaUniv
3200,38639 Coolidge Court,206,Compartida,ViviendaUniv
3201,2010 Manitowish Terrace,411,Compartida,ViviendaUniv
3202,5 Susan Terrace,514,Compartida,ViviendaUniv
3203,8 Fuller Crossing,46,Compartida,ViviendaUniv
3204,8706 Summer Ridge Drive,7,Compartida,ViviendaUniv
3205,01 Trailsway Place,062,Compartida,ViviendaUniv
3206,1 Artisan Hill,6,Compartida,ViviendaUniv
3207,5501 Graedel Place,14,Compartida,ViviendaUniv
3208,8300 High Crossing Point,47885,Compartida,ViviendaUniv
3209,8704 Ridgeview Alley,266,Compartida,ViviendaUniv
3210,1 Ruskin Center,185,Compartida,ViviendaUniv
3211,0 Vidon Pass,75,Compartida,ViviendaUniv
3212,269 Towne Way,9,Compartida,ViviendaUniv
3213,271 Memorial Pass,3708,Compartida,ViviendaUniv
3214,08630 Toban Place,95,Compartida,ViviendaUniv
3215,371 Macpherson Terrace,145,Compartida,ViviendaUniv
3216,2277 Acker Center,96931,Compartida,ViviendaUniv
3217,355 Upham Terrace,3395,Compartida,ViviendaUniv
3218,94080 Tennessee Alley,2359,Compartida,ViviendaUniv
3219,2224 Basil Court,096,Compartida,ViviendaUniv
3220,69 Arizona Court,8166,Compartida,ViviendaUniv
3221,102 Steensland Drive,1,Compartida,ViviendaUniv
3222,1646 New Castle Point,8,Compartida,ViviendaUniv
3223,14 Norway Maple Way,2,Compartida,ViviendaUniv
3224,044 Linden Center,4,Compartida,ViviendaUniv
3225,238 Starling Pass,658,Compartida,ViviendaUniv
3226,6595 Anniversary Junction,2395,Compartida,ViviendaUniv
3227,0 Hanson Park,79901,Compartida,ViviendaUniv
3228,65 Grim Trail,366,Compartida,ViviendaUniv
3229,7 Thierer Circle,02106,Compartida,ViviendaUniv
3230,74 Porter Junction,61953,Compartida,ViviendaUniv
3231,54507 Bobwhite Street,75,Compartida,ViviendaUniv
3232,44 Del Mar Crossing,89855,Compartida,ViviendaUniv
3233,99754 Towne Point,893,Compartida,ViviendaUniv
3234,61 Scoville Place,9,Compartida,ViviendaUniv
3235,30950 Pleasure Drive,05,Compartida,ViviendaUniv
3236,0920 Linden Crossing,0438,Compartida,ViviendaUniv
3237,1996 Sugar Center,20562,Compartida,ViviendaUniv
3238,3732 Menomonie Junction,4784,Compartida,ViviendaUniv
3239,4 Melvin Circle,202,Compartida,ViviendaUniv
3240,9 Aberg Alley,92,Compartida,ViviendaUniv
3241,8 Scofield Way,8154,Compartida,ViviendaUniv
3242,208 Huxley Terrace,5987,Compartida,ViviendaUniv
3243,2 Declaration Parkway,38,Compartida,ViviendaUniv
3244,98 Ridgeview Junction,69867,Compartida,ViviendaUniv
3245,2 Katie Street,93301,Compartida,ViviendaUniv
3246,40948 Sauthoff Park,571,Compartida,ViviendaUniv
3247,8 Browning Parkway,5690,Compartida,ViviendaUniv
3248,1585 Burning Wood Crossing,072,Compartida,ViviendaUniv
3249,2721 Helena Crossing,3186,Compartida,ViviendaUniv
3250,12464 Trailsway Place,8092,Compartida,ViviendaUniv
3251,275 Monument Point,1,Compartida,ViviendaUniv
3252,9787 Melody Park,52564,Compartida,ViviendaUniv
3253,9 Loomis Circle,82775,Compartida,ViviendaUniv
3254,16101 Fieldstone Plaza,9,Compartida,ViviendaUniv
3255,080 Homewood Place,6,Compartida,ViviendaUniv
3256,57 Porter Circle,8,Compartida,ViviendaUniv
3257,132 Sheridan Pass,64500,Compartida,ViviendaUniv
3258,0 Prentice Park,4,Compartida,ViviendaUniv
3259,808 Monica Crossing,49,Compartida,ViviendaUniv
3260,99142 Ludington Alley,30,Compartida,ViviendaUniv
3261,8 Prairieview Court,8,Compartida,ViviendaUniv
3262,485 Ilene Drive,3,Compartida,ViviendaUniv
3263,1021 Packers Pass,0,Compartida,ViviendaUniv
3264,77 3rd Way,80,Compartida,ViviendaUniv
3265,3 Dottie Park,19,Compartida,ViviendaUniv
3266,37 Nobel Terrace,9,Compartida,ViviendaUniv
3267,836 7th Way,6,Compartida,ViviendaUniv
3268,4 Longview Circle,06,Compartida,ViviendaUniv
3269,88712 Buena Vista Alley,1,Compartida,ViviendaUniv
3270,50 Moulton Park,44,Compartida,ViviendaUniv
3271,47627 Ridgeview Junction,89798,Compartida,ViviendaUniv
3272,2106 Acker Hill,555,Compartida,ViviendaUniv
3273,47727 West Terrace,146,Compartida,ViviendaUniv
3274,54043 Sutteridge Point,7567,Compartida,ViviendaUniv
3275,87 Calypso Court,72862,Compartida,ViviendaUniv
3276,656 Rockefeller Drive,906,Compartida,ViviendaUniv
3277,7175 Kinsman Center,411,Compartida,ViviendaUniv
3278,1 Pleasure Court,893,Compartida,ViviendaUniv
3279,70037 Mandrake Plaza,3,Compartida,ViviendaUniv
3280,5653 Karstens Place,5,Compartida,ViviendaUniv
3281,45056 Arapahoe Center,46,Compartida,ViviendaUniv
3282,18587 Arkansas Crossing,2291,Compartida,ViviendaUniv
3283,53 Sutherland Drive,1774,Compartida,ViviendaUniv
3284,3 Esker Terrace,652,Compartida,ViviendaUniv
3285,501 Summer Ridge Hill,73,Compartida,ViviendaUniv
3286,936 Reinke Plaza,39479,Compartida,ViviendaUniv
3287,38 Hudson Drive,12,Compartida,ViviendaUniv
3288,35791 Hanson Plaza,66,Compartida,ViviendaUniv
3289,3278 Summer Ridge Center,76848,Compartida,ViviendaUniv
3290,9 Boyd Lane,002,Compartida,ViviendaUniv
3291,0454 Helena Drive,1,Compartida,ViviendaUniv
3292,5792 Jackson Avenue,48523,Compartida,ViviendaUniv
3293,884 Bashford Circle,8,Compartida,ViviendaUniv
3294,2774 Steensland Terrace,37,Compartida,ViviendaUniv
3295,56 Ruskin Parkway,625,Compartida,ViviendaUniv
3296,94 Tennyson Lane,29162,Compartida,ViviendaUniv
3297,83464 Packers Plaza,7942,Compartida,ViviendaUniv
3298,4284 Waxwing Alley,87,Compartida,ViviendaUniv
3299,92987 Donald Lane,4560,Compartida,ViviendaUniv
3300,234 Division Pass,32,Compartida,ViviendaUniv
3301,2203 Helena Alley,77851,Compartida,ViviendaUniv
3302,4270 Westend Avenue,8,Compartida,ViviendaUniv
3303,331 Maywood Alley,996,Compartida,ViviendaUniv
3304,415 Roth Crossing,128,Compartida,ViviendaUniv
3305,53 Village Alley,53130,Compartida,ViviendaUniv
3306,14917 Shopko Terrace,2076,Compartida,ViviendaUniv
3307,576 Crowley Terrace,80422,Compartida,ViviendaUniv
3308,87 Starling Way,07446,Compartida,ViviendaUniv
3309,8 Cascade Lane,96692,Compartida,ViviendaUniv
3310,7804 Gerald Street,1730,Compartida,ViviendaUniv
3311,7 Corscot Trail,9887,Compartida,ViviendaUniv
3312,6807 Rigney Drive,1,Compartida,ViviendaUniv
3313,30591 Swallow Alley,6942,Compartida,ViviendaUniv
3314,64 Pierstorff Terrace,577,Compartida,ViviendaUniv
3315,0226 8th Court,6,Compartida,ViviendaUniv
3316,541 Stuart Pass,293,Compartida,ViviendaUniv
3317,3686 Nancy Crossing,0985,Compartida,ViviendaUniv
3318,58 Washington Street,234,Compartida,ViviendaUniv
3319,7390 Almo Trail,3,Compartida,ViviendaUniv
3320,90 Amoth Circle,0,Compartida,ViviendaUniv
3321,1 Katie Parkway,7241,Compartida,ViviendaUniv
3322,7 Dakota Pass,028,Compartida,ViviendaUniv
3323,2 Paget Way,128,Compartida,ViviendaUniv
3324,92 Continental Road,7903,Compartida,ViviendaUniv
3325,6065 Bobwhite Lane,62686,Compartida,ViviendaUniv
3326,6539 Rowland Center,3,Compartida,ViviendaUniv
3327,916 Kensington Trail,76,Compartida,ViviendaUniv
3328,83896 Elmside Street,249,Compartida,ViviendaUniv
3329,962 Valley Edge Lane,3945,Compartida,ViviendaUniv
3330,060 Kipling Park,60635,Compartida,ViviendaUniv
3331,3903 Melby Avenue,03694,Compartida,ViviendaUniv
3332,0118 Emmet Avenue,436,Compartida,ViviendaUniv
3333,57490 Kennedy Drive,057,Compartida,ViviendaUniv
3334,537 Charing Cross Alley,18890,Compartida,ViviendaUniv
3335,0226 Dayton Way,94053,Compartida,ViviendaUniv
3336,049 Luster Drive,104,Compartida,ViviendaUniv
3337,25087 Dryden Drive,746,Compartida,ViviendaUniv
3338,9 Stang Trail,53,Compartida,ViviendaUniv
3339,6705 Scott Pass,16261,Compartida,ViviendaUniv
3340,20 Hayes Drive,48,Compartida,ViviendaUniv
3341,717 Sachs Lane,5507,Compartida,ViviendaUniv
3342,32 Elmside Pass,04637,Compartida,ViviendaUniv
3343,44676 Packers Pass,16,Compartida,ViviendaUniv
3344,292 Algoma Road,27835,Compartida,ViviendaUniv
3345,426 Melvin Point,39,Compartida,ViviendaUniv
3346,38 Di Loreto Lane,3507,Compartida,ViviendaUniv
3347,30237 Waubesa Terrace,114,Compartida,ViviendaUniv
3348,33 Longview Trail,238,Compartida,ViviendaUniv
3349,02 Namekagon Plaza,084,Compartida,ViviendaUniv
3350,4255 Florence Place,04,Compartida,ViviendaUniv
3351,11 Armistice Way,22,Compartida,ViviendaUniv
3352,34874 Holy Cross Drive,7624,Compartida,ViviendaUniv
3353,639 Myrtle Parkway,5,Compartida,ViviendaUniv
3354,5 School Lane,3914,Compartida,ViviendaUniv
3355,993 Grim Avenue,0596,Compartida,ViviendaUniv
3356,719 Myrtle Parkway,77263,Compartida,ViviendaUniv
3357,55 Westport Drive,9,Compartida,ViviendaUniv
3358,08677 Mandrake Parkway,9549,Compartida,ViviendaUniv
3359,62 Gina Parkway,04747,Compartida,ViviendaUniv
3360,4 Victoria Trail,8,Compartida,ViviendaUniv
3361,0263 Carioca Court,2,Compartida,ViviendaUniv
3362,514 Crowley Trail,28,Compartida,ViviendaUniv
3363,15432 Ridge Oak Crossing,6767,Compartida,ViviendaUniv
3364,851 Northland Road,28688,Compartida,ViviendaUniv
3365,445 Fulton Avenue,699,Compartida,ViviendaUniv
3366,9166 Westridge Alley,580,Compartida,ViviendaUniv
3367,8630 Kinsman Circle,0,Compartida,ViviendaUniv
3368,087 Oak Place,14287,Compartida,ViviendaUniv
3369,097 Porter Junction,832,Compartida,ViviendaUniv
3370,83286 Arkansas Drive,17260,Compartida,ViviendaUniv
3371,71017 Holy Cross Terrace,68,Compartida,ViviendaUniv
3372,18 Village Court,54603,Compartida,ViviendaUniv
3373,6 Myrtle Place,2,Compartida,ViviendaUniv
3374,1 Carpenter Hill,4,Compartida,ViviendaUniv
3375,18 Toban Place,1,Compartida,ViviendaUniv
3376,54 Redwing Circle,424,Compartida,ViviendaUniv
3377,51 Northridge Parkway,89814,Compartida,ViviendaUniv
3378,9 Pine View Pass,01002,Compartida,ViviendaUniv
3379,91883 Carpenter Park,88,Compartida,ViviendaUniv
3380,5 Emmet Park,7,Compartida,ViviendaUniv
3381,9670 Maple Way,39,Compartida,ViviendaUniv
3382,19 Transport Place,34,Compartida,ViviendaUniv
3383,3681 Eliot Terrace,5,Compartida,ViviendaUniv
3384,0 Eastlawn Lane,4809,Compartida,ViviendaUniv
3385,4 Nancy Pass,027,Compartida,ViviendaUniv
3386,313 Valley Edge Park,44,Compartida,ViviendaUniv
3387,159 Jenna Point,9,Compartida,ViviendaUniv
3388,37151 David Parkway,276,Compartida,ViviendaUniv
3389,41388 Monument Hill,45894,Compartida,ViviendaUniv
3390,43058 Grasskamp Place,65469,Compartida,ViviendaUniv
3391,640 Service Way,86234,Compartida,ViviendaUniv
3392,035 Gateway Circle,55323,Compartida,ViviendaUniv
3393,004 Mariners Cove Point,0067,Compartida,ViviendaUniv
3394,24 Nova Road,75,Compartida,ViviendaUniv
3395,80 Butternut Park,537,Compartida,ViviendaUniv
3396,9794 Myrtle Road,072,Compartida,ViviendaUniv
3397,05089 Sugar Circle,40508,Compartida,ViviendaUniv
3398,1 South Court,6,Compartida,ViviendaUniv
3399,18671 Farragut Alley,905,Compartida,ViviendaUniv
3400,60 Aberg Trail,6,Compartida,ViviendaUniv
3401,5560 Bowman Lane,66310,Compartida,ViviendaUniv
3402,6710 Hoepker Trail,393,Compartida,ViviendaUniv
3403,0749 Cherokee Point,1,Compartida,ViviendaUniv
3404,2 Main Place,2068,Compartida,ViviendaUniv
3405,0115 Mitchell Circle,42358,Compartida,ViviendaUniv
3406,1580 Schiller Crossing,24,Compartida,ViviendaUniv
3407,97933 Delladonna Circle,02,Compartida,ViviendaUniv
3408,73 Merrick Court,01,Compartida,ViviendaUniv
3409,9 Parkside Court,80950,Compartida,ViviendaUniv
3410,01354 Bultman Street,23,Compartida,ViviendaUniv
3411,26538 Quincy Junction,1238,Compartida,ViviendaUniv
3412,7917 Upham Trail,1685,Compartida,ViviendaUniv
3413,92281 Heffernan Point,6,Compartida,ViviendaUniv
3414,23 Hoffman Terrace,062,Compartida,ViviendaUniv
3415,197 Talmadge Center,59,Compartida,ViviendaUniv
3416,399 Hanover Way,33783,Compartida,ViviendaUniv
3417,089 Armistice Avenue,7,Compartida,ViviendaUniv
3418,37592 Helena Street,29435,Compartida,ViviendaUniv
3419,8899 Main Junction,97,Compartida,ViviendaUniv
3420,2 Lakewood Gardens Trail,73,Compartida,ViviendaUniv
3421,9 David Pass,9825,Compartida,ViviendaUniv
3422,4466 Stephen Crossing,44,Compartida,ViviendaUniv
3423,0371 Macpherson Center,11,Compartida,ViviendaUniv
3424,65635 Dottie Parkway,691,Compartida,ViviendaUniv
3425,02923 Columbus Park,179,Compartida,ViviendaUniv
3426,9339 Eagle Crest Drive,4333,Compartida,ViviendaUniv
3427,143 Magdeline Junction,98936,Compartida,ViviendaUniv
3428,7004 Dixon Alley,54038,Compartida,ViviendaUniv
3429,6 Lotheville Junction,33,Compartida,ViviendaUniv
3430,2 Packers Place,0193,Compartida,ViviendaUniv
3431,370 Bluestem Crossing,58800,Compartida,ViviendaUniv
3432,353 Coleman Court,7167,Compartida,ViviendaUniv
3433,4343 Maywood Trail,18,Compartida,ViviendaUniv
3434,224 Schmedeman Pass,73991,Compartida,ViviendaUniv
3435,4437 Eagan Pass,60,Compartida,ViviendaUniv
3436,95 Spohn Place,25,Compartida,ViviendaUniv
3437,95963 Mosinee Way,092,Compartida,ViviendaUniv
3438,005 Menomonie Court,8394,Compartida,ViviendaUniv
3439,40809 Hooker Drive,53539,Compartida,ViviendaUniv
3440,701 Mariners Cove Pass,31349,Compartida,ViviendaUniv
3441,698 Atwood Road,71399,Compartida,ViviendaUniv
3442,8 Morning Junction,4,Compartida,ViviendaUniv
3443,9184 Homewood Alley,71564,Compartida,ViviendaUniv
3444,31 Spenser Place,92029,Compartida,ViviendaUniv
3445,17 Gateway Street,4928,Compartida,ViviendaUniv
3446,824 Jay Point,3364,Compartida,ViviendaUniv
3447,24 Clove Plaza,7268,Compartida,ViviendaUniv
3448,5 Luster Lane,28414,Compartida,ViviendaUniv
3449,0222 Chinook Avenue,3,Compartida,ViviendaUniv
3450,8474 Anniversary Lane,88458,Compartida,ViviendaUniv
3451,03 Maryland Point,1741,Compartida,ViviendaUniv
3452,4 Grover Court,7175,Compartida,ViviendaUniv
3453,53 Stone Corner Point,0317,Compartida,ViviendaUniv
3454,887 Fallview Avenue,36332,Compartida,ViviendaUniv
3455,2 Susan Point,1112,Compartida,ViviendaUniv
3456,0899 Mayer Point,919,Compartida,ViviendaUniv
3457,325 Heath Place,50421,Compartida,ViviendaUniv
3458,417 Bunker Hill Junction,037,Compartida,ViviendaUniv
3459,191 Meadow Valley Center,6687,Compartida,ViviendaUniv
3460,2 Hayes Parkway,466,Compartida,ViviendaUniv
3461,857 Hoepker Court,2395,Compartida,ViviendaUniv
3462,862 Kim Terrace,380,Compartida,ViviendaUniv
3463,16 Waxwing Way,2,Compartida,ViviendaUniv
3464,187 Westport Point,80,Compartida,ViviendaUniv
3465,912 Melody Lane,744,Compartida,ViviendaUniv
3466,3 Scott Circle,9428,Compartida,ViviendaUniv
3467,8287 Northport Alley,07455,Compartida,ViviendaUniv
3468,0 Warbler Place,9085,Compartida,ViviendaUniv
3469,3 Harbort Place,131,Compartida,ViviendaUniv
3470,5 Dovetail Point,59604,Compartida,ViviendaUniv
3471,26840 Rutledge Avenue,68653,Compartida,ViviendaUniv
3472,44 Orin Street,84,Compartida,ViviendaUniv
3473,24 Eliot Junction,85,Compartida,ViviendaUniv
3474,014 Mesta Parkway,534,Compartida,ViviendaUniv
3475,2 Utah Drive,24681,Compartida,ViviendaUniv
3476,84 Service Street,94833,Compartida,ViviendaUniv
3477,5 Carpenter Plaza,2107,Compartida,ViviendaUniv
3478,6318 Doe Crossing Plaza,78,Compartida,ViviendaUniv
3479,2 Mallard Drive,6745,Compartida,ViviendaUniv
3480,3 Oxford Lane,741,Compartida,ViviendaUniv
3481,1914 Arizona Trail,7846,Compartida,ViviendaUniv
3482,482 Portage Plaza,6245,Compartida,ViviendaUniv
3483,6057 Independence Circle,86,Compartida,ViviendaUniv
3484,39 Glacier Hill Drive,5130,Compartida,ViviendaUniv
3485,86 Fair Oaks Lane,0658,Compartida,ViviendaUniv
3486,0688 Farmco Center,62288,Compartida,ViviendaUniv
3487,661 Haas Way,263,Compartida,ViviendaUniv
3488,60276 5th Place,47,Compartida,ViviendaUniv
3489,1554 Wayridge Way,5,Compartida,ViviendaUniv
3490,154 Judy Alley,82,Compartida,ViviendaUniv
3491,5300 Northport Road,9751,Compartida,ViviendaUniv
3492,4 Talisman Crossing,15853,Compartida,ViviendaUniv
3493,29 Delaware Crossing,74124,Compartida,ViviendaUniv
3494,2370 Shoshone Parkway,8,Compartida,ViviendaUniv
3495,542 Carey Way,13317,Compartida,ViviendaUniv
3496,5 Fremont Hill,26122,Compartida,ViviendaUniv
3497,10 Carberry Plaza,39718,Compartida,ViviendaUniv
3498,21 Aberg Way,20,Compartida,ViviendaUniv
3499,813 1st Pass,046,Compartida,ViviendaUniv
3500,664 Hovde Park,85,Compartida,ViviendaUniv
3501,6 Mandrake Court,4,Compartida,ViviendaUniv
3502,139 Petterle Road,377,Compartida,ViviendaUniv
3503,93 Springview Junction,6875,Compartida,ViviendaUniv
3504,2 Arrowood Hill,64,Compartida,ViviendaUniv
3505,88 Scofield Point,877,Compartida,ViviendaUniv
3506,6 Corben Road,36106,Compartida,ViviendaUniv
3507,9258 Artisan Plaza,81,Compartida,ViviendaUniv
3508,153 Park Meadow Trail,894,Compartida,ViviendaUniv
3509,48822 Canary Court,1698,Compartida,ViviendaUniv
3510,8091 Elmside Terrace,081,Compartida,ViviendaUniv
3511,06 Fordem Way,61,Compartida,ViviendaUniv
3512,04 Aberg Center,093,Compartida,ViviendaUniv
3513,26502 Mallard Crossing,65194,Compartida,ViviendaUniv
3514,0979 Mesta Park,3445,Compartida,ViviendaUniv
3515,75 Dorton Hill,9279,Compartida,ViviendaUniv
3516,26824 Novick Crossing,9,Compartida,ViviendaUniv
3517,34 Birchwood Hill,39,Compartida,ViviendaUniv
3518,84 Coolidge Plaza,377,Compartida,ViviendaUniv
3519,9 Monterey Point,6195,Compartida,ViviendaUniv
3520,56750 Holy Cross Court,9,Compartida,ViviendaUniv
3521,430 Lake View Crossing,5851,Compartida,ViviendaUniv
3522,1454 Monica Alley,5,Compartida,ViviendaUniv
3523,1 Longview Circle,3190,Compartida,ViviendaUniv
3524,7 Moose Avenue,34,Compartida,ViviendaUniv
3525,41 Summerview Pass,56091,Compartida,ViviendaUniv
3526,51712 Walton Avenue,0,Compartida,ViviendaUniv
3527,6245 Utah Street,8,Compartida,ViviendaUniv
3528,70072 Thompson Junction,3,Compartida,ViviendaUniv
3529,6 Linden Pass,62,Compartida,ViviendaUniv
3530,18 Kingsford Drive,425,Compartida,ViviendaUniv
3531,62 Mendota Court,32646,Compartida,ViviendaUniv
3532,796 Fairview Drive,45,Compartida,ViviendaUniv
3533,9 Morrow Avenue,76,Compartida,ViviendaUniv
3534,700 Kedzie Road,1,Compartida,ViviendaUniv
3535,73992 Sycamore Terrace,67032,Compartida,ViviendaUniv
3536,61491 Dexter Plaza,654,Compartida,ViviendaUniv
3537,9493 Prairieview Place,4310,Compartida,ViviendaUniv
3538,9305 6th Pass,98,Compartida,ViviendaUniv
3539,92 Bluestem Place,298,Compartida,ViviendaUniv
3540,145 Stoughton Way,56594,Compartida,ViviendaUniv
3541,53 Mallard Drive,4877,Compartida,ViviendaUniv
3542,8 Forster Avenue,587,Compartida,ViviendaUniv
3543,36421 David Road,904,Compartida,ViviendaUniv
3544,534 Springview Road,53102,Compartida,ViviendaUniv
3545,6 New Castle Plaza,88,Compartida,ViviendaUniv
3546,2716 Katie Alley,9239,Compartida,ViviendaUniv
3547,66381 Texas Crossing,55641,Compartida,ViviendaUniv
3548,6612 Grim Junction,0832,Compartida,ViviendaUniv
3549,37133 Almo Circle,4318,Compartida,ViviendaUniv
3550,0 Gulseth Avenue,327,Compartida,ViviendaUniv
3551,04 Lindbergh Park,46106,Compartida,ViviendaUniv
3552,06 Jay Center,54,Compartida,ViviendaUniv
3553,691 Stone Corner Point,7,Compartida,ViviendaUniv
3554,052 Hooker Drive,4353,Compartida,ViviendaUniv
3555,02600 Browning Court,855,Compartida,ViviendaUniv
3556,2 Tennyson Terrace,91614,Compartida,ViviendaUniv
3557,5 Northridge Hill,44,Compartida,ViviendaUniv
3558,6338 Hollow Ridge Avenue,717,Compartida,ViviendaUniv
3559,403 Fairfield Drive,650,Compartida,ViviendaUniv
3560,9976 Lighthouse Bay Hill,66700,Compartida,ViviendaUniv
3561,600 Waywood Parkway,9,Compartida,ViviendaUniv
3562,7131 Erie Street,19857,Compartida,ViviendaUniv
3563,8397 Paget Plaza,7,Compartida,ViviendaUniv
3564,935 Bashford Road,1049,Compartida,ViviendaUniv
3565,3 Macpherson Point,70338,Compartida,ViviendaUniv
3566,20939 Anhalt Pass,55,Compartida,ViviendaUniv
3567,010 Sullivan Place,628,Compartida,ViviendaUniv
3568,81 Granby Pass,216,Compartida,ViviendaUniv
3569,8691 Pawling Plaza,5502,Compartida,ViviendaUniv
3570,95 Cody Terrace,701,Compartida,ViviendaUniv
3571,6961 Dexter Terrace,840,Compartida,ViviendaUniv
3572,2 Maryland Point,654,Compartida,ViviendaUniv
3573,28124 Sauthoff Hill,19417,Compartida,ViviendaUniv
3574,86 6th Drive,05,Compartida,ViviendaUniv
3575,239 Lukken Road,1,Compartida,ViviendaUniv
3576,3 Lake View Park,3597,Compartida,ViviendaUniv
3577,7305 Sugar Drive,93,Compartida,ViviendaUniv
3578,486 Mallory Park,81,Compartida,ViviendaUniv
3579,3 Rusk Way,30740,Compartida,ViviendaUniv
3580,700 Meadow Ridge Crossing,62592,Compartida,ViviendaUniv
3581,3589 Portage Road,08,Compartida,ViviendaUniv
3582,220 Hovde Trail,8192,Compartida,ViviendaUniv
3583,7 Waxwing Center,36132,Compartida,ViviendaUniv
3584,56501 Forest Dale Trail,655,Compartida,ViviendaUniv
3585,462 Bultman Plaza,74,Compartida,ViviendaUniv
3586,305 Cordelia Road,05223,Compartida,ViviendaUniv
3587,00 2nd Pass,76,Compartida,ViviendaUniv
3588,1 Mallory Junction,238,Compartida,ViviendaUniv
3589,8 Pearson Avenue,4092,Compartida,ViviendaUniv
3590,118 Mendota Road,9416,Compartida,ViviendaUniv
3591,9 Northview Center,1,Compartida,ViviendaUniv
3592,1729 Sommers Drive,4478,Compartida,ViviendaUniv
3593,2836 Old Shore Crossing,379,Compartida,ViviendaUniv
3594,7 Oak Road,59,Compartida,ViviendaUniv
3595,43106 Fordem Court,1,Compartida,ViviendaUniv
3596,52214 Lerdahl Street,0,Compartida,ViviendaUniv
3597,48 Leroy Junction,25,Compartida,ViviendaUniv
3598,8394 Pond Trail,6465,Compartida,ViviendaUniv
3599,5650 Prairie Rose Junction,9759,Compartida,ViviendaUniv
3600,33595 Oxford Avenue,4,Compartida,ViviendaUniv
3601,6 Brown Junction,4452,Compartida,ViviendaUniv
3602,0120 Goodland Street,492,Compartida,ViviendaUniv
3603,43 Del Mar Circle,176,Compartida,ViviendaUniv
3604,78 Namekagon Center,14,Compartida,ViviendaUniv
3605,7 Ludington Alley,2156,Compartida,ViviendaUniv
3606,8 Kenwood Court,93260,Compartida,ViviendaUniv
3607,2 Anniversary Junction,600,Compartida,ViviendaUniv
3608,82 Delaware Park,57,Compartida,ViviendaUniv
3609,9 Hollow Ridge Drive,788,Compartida,ViviendaUniv
3610,66 Gulseth Court,4912,Compartida,ViviendaUniv
3611,72425 Merry Road,1133,Compartida,ViviendaUniv
3612,3 4th Point,6227,Compartida,ViviendaUniv
3613,15009 Ryan Center,664,Compartida,ViviendaUniv
3614,3983 Briar Crest Alley,36,Compartida,ViviendaUniv
3615,6778 Shopko Court,09,Compartida,ViviendaUniv
3616,427 Ridgeview Park,61246,Compartida,ViviendaUniv
3617,5 Sherman Drive,005,Compartida,ViviendaUniv
3618,96 Londonderry Park,9933,Compartida,ViviendaUniv
3619,6 Loftsgordon Street,775,Compartida,ViviendaUniv
3620,5 Buhler Trail,90,Compartida,ViviendaUniv
3621,668 Shoshone Road,19,Compartida,ViviendaUniv
3622,1 Anniversary Pass,211,Compartida,ViviendaUniv
3623,73 Harbort Court,3788,Compartida,ViviendaUniv
3624,75 Merrick Center,0,Compartida,ViviendaUniv
