IDALOJAMIENTO,DIRECCION,NUMHABITACION,TIPOHABITACION,TIPOOPHAB
9254,784 Spohn Hill,3,Compartida,PersonaNatural
9255,99526 South Center,3,Compartida,PersonaNatural
9256,09 Melvin Avenue,2,Individual,PersonaNatural
9257,1 Corben Parkway,1,Compartida,PersonaNatural
9258,37771 Ridge Oak Pass,4,Compartida,PersonaNatural
9259,613 La Follette Terrace,3,Compartida,PersonaNatural
9260,2 Graceland Crossing,1,Compartida,PersonaNatural
9261,49 Walton Hill,3,Individual,PersonaNatural
9262,14761 Lakewood Center,3,Compartida,PersonaNatural
9263,276 Lawn Park,2,Compartida,PersonaNatural
9264,72265 Park Meadow Avenue,4,Compartida,PersonaNatural
9265,5 Comanche Trail,2,Compartida,PersonaNatural
9266,66540 Milwaukee Point,3,Compartida,PersonaNatural
9267,49 Eagan Pass,1,Compartida,PersonaNatural
9268,7280 Gerald Alley,3,Compartida,PersonaNatural
9269,4498 Shasta Court,2,Compartida,PersonaNatural
9270,6377 Susan Court,4,Individual,PersonaNatural
9271,2 Derek Point,3,Individual,PersonaNatural
9272,97792 Bowman Place,4,Individual,PersonaNatural
9273,5624 Lake View Hill,4,Individual,PersonaNatural
9274,84 Corscot Terrace,3,Compartida,PersonaNatural
9275,372 Susan Street,1,Individual,PersonaNatural
9276,3 Ridgeview Court,2,Compartida,PersonaNatural
9277,77891 Talmadge Point,1,Individual,PersonaNatural
9278,079 Spohn Terrace,4,Compartida,PersonaNatural
9279,1 Laurel Circle,3,Individual,PersonaNatural
9280,4 Sunbrook Circle,1,Individual,PersonaNatural
9281,44 Donald Street,1,Individual,PersonaNatural
9282,1633 Pierstorff Hill,4,Compartida,PersonaNatural
9283,405 Gulseth Center,2,Compartida,PersonaNatural
9284,9 Shelley Avenue,2,Individual,PersonaNatural
9285,5126 Mandrake Point,1,Individual,PersonaNatural
9286,525 Forest Crossing,2,Individual,PersonaNatural
9287,52 Arizona Crossing,2,Individual,PersonaNatural
9288,00257 Upham Trail,3,Individual,PersonaNatural
9289,27353 Loomis Hill,2,Individual,PersonaNatural
9290,95437 Holmberg Parkway,4,Individual,PersonaNatural
9291,52027 Spenser Pass,2,Compartida,PersonaNatural
9292,46030 Glacier Hill Place,4,Compartida,PersonaNatural
9293,3400 Londonderry Park,2,Individual,PersonaNatural
9294,34 Paget Parkway,2,Compartida,PersonaNatural
9295,54 Sutherland Alley,1,Compartida,PersonaNatural
9296,84943 Northwestern Pass,1,Compartida,PersonaNatural
9297,83 Myrtle Circle,1,Compartida,PersonaNatural
9298,3988 Carioca Terrace,2,Individual,PersonaNatural
9299,58897 Sunfield Pass,3,Compartida,PersonaNatural
9300,7027 Onsgard Plaza,1,Individual,PersonaNatural
9301,15 Northport Pass,2,Compartida,PersonaNatural
9302,234 Oriole Center,4,Individual,PersonaNatural
9303,3 Sutteridge Crossing,1,Individual,PersonaNatural
9304,24 Luster Center,1,Individual,PersonaNatural
9305,99854 1st Park,2,Individual,PersonaNatural
9306,93929 Bunker Hill Lane,3,Individual,PersonaNatural
9307,5547 Manufacturers Place,3,Compartida,PersonaNatural
9308,20852 Caliangt Way,1,Compartida,PersonaNatural
9309,5385 Talisman Street,1,Individual,PersonaNatural
9310,36 Knutson Parkway,2,Compartida,PersonaNatural
9311,1 Service Street,1,Compartida,PersonaNatural
9312,254 Myrtle Lane,3,Compartida,PersonaNatural
9313,538 Caliangt Way,2,Individual,PersonaNatural
9314,86378 Waubesa Way,4,Compartida,PersonaNatural
9315,65541 Walton Crossing,3,Individual,PersonaNatural
9316,65 Cordelia Hill,3,Compartida,PersonaNatural
9317,156 Carey Court,3,Individual,PersonaNatural
9318,00715 Express Crossing,1,Individual,PersonaNatural
9319,842 Elmside Center,4,Compartida,PersonaNatural
9320,2 Corry Crossing,2,Compartida,PersonaNatural
9321,1 Sloan Parkway,2,Compartida,PersonaNatural
9322,8 Knutson Place,2,Compartida,PersonaNatural
9323,94 Cambridge Road,3,Individual,PersonaNatural
9324,8 6th Drive,3,Individual,PersonaNatural
9325,3189 Spenser Pass,1,Compartida,PersonaNatural
9326,21 Lindbergh Parkway,2,Compartida,PersonaNatural
9327,90 Anderson Crossing,1,Individual,PersonaNatural
9328,6865 Brentwood Parkway,2,Compartida,PersonaNatural
9329,4784 Toban Terrace,3,Compartida,PersonaNatural
9330,3515 Barnett Alley,2,Compartida,PersonaNatural
9331,32 Longview Place,2,Individual,PersonaNatural
9332,34 Magdeline Lane,1,Compartida,PersonaNatural
9333,370 Sunfield Park,4,Compartida,PersonaNatural
9334,8962 Westerfield Terrace,2,Compartida,PersonaNatural
9335,43252 Cody Park,4,Individual,PersonaNatural
9336,847 Northland Drive,4,Compartida,PersonaNatural
9337,1864 Quincy Alley,1,Individual,PersonaNatural
9338,093 Grayhawk Way,3,Compartida,PersonaNatural
9339,180 Sherman Road,3,Compartida,PersonaNatural
9340,3812 Mesta Junction,3,Individual,PersonaNatural
9341,04225 Rigney Center,1,Compartida,PersonaNatural
9342,70 Rieder Court,3,Compartida,PersonaNatural
9343,8 Gateway Center,4,Compartida,PersonaNatural
9344,8905 Anthes Avenue,4,Individual,PersonaNatural
9345,493 Heffernan Pass,2,Individual,PersonaNatural
9346,2 Carberry Parkway,4,Individual,PersonaNatural
9347,45934 Randy Lane,3,Individual,PersonaNatural
9348,4 Sugar Avenue,4,Individual,PersonaNatural
9349,9799 Autumn Leaf Road,3,Compartida,PersonaNatural
9350,57 Mendota Place,3,Compartida,PersonaNatural
9351,599 Tennessee Circle,4,Compartida,PersonaNatural
9352,33 Hintze Drive,3,Compartida,PersonaNatural
9353,2400 Carey Lane,1,Compartida,PersonaNatural
9354,208 Eggendart Circle,4,Compartida,PersonaNatural
9355,91585 Myrtle Pass,1,Individual,PersonaNatural
9356,99 Sullivan Plaza,3,Individual,PersonaNatural
9357,4 Fieldstone Alley,4,Compartida,PersonaNatural
9358,69 3rd Terrace,3,Compartida,PersonaNatural
9359,1 Division Terrace,4,Individual,PersonaNatural
9360,8 Bobwhite Junction,1,Compartida,PersonaNatural
9361,55952 Columbus Center,3,Individual,PersonaNatural
9362,5008 Armistice Center,3,Individual,PersonaNatural
9363,526 Holmberg Lane,3,Compartida,PersonaNatural
9364,94 Jackson Park,4,Individual,PersonaNatural
9365,146 Delaware Place,1,Compartida,PersonaNatural
9366,87600 Erie Trail,1,Compartida,PersonaNatural
9367,19 Service Place,1,Individual,PersonaNatural
9368,603 Oriole Point,1,Compartida,PersonaNatural
9369,69389 Vera Road,3,Compartida,PersonaNatural
9370,4 School Drive,3,Individual,PersonaNatural
9371,31 Bashford Plaza,2,Individual,PersonaNatural
9372,201 Norway Maple Parkway,2,Compartida,PersonaNatural
9373,9 Homewood Road,3,Compartida,PersonaNatural
9374,60941 Brown Way,2,Compartida,PersonaNatural
9375,27 Division Terrace,2,Individual,PersonaNatural
9376,5817 Garrison Pass,1,Compartida,PersonaNatural
9377,29 Talmadge Pass,2,Compartida,PersonaNatural
9378,43 Novick Junction,1,Individual,PersonaNatural
9379,196 Bellgrove Terrace,4,Individual,PersonaNatural
9380,60475 Coleman Hill,1,Individual,PersonaNatural
9381,95720 Moose Court,2,Compartida,PersonaNatural
9382,2175 Gulseth Drive,1,Compartida,PersonaNatural
9383,9459 Mitchell Pass,4,Individual,PersonaNatural
9384,6666 Judy Terrace,4,Compartida,PersonaNatural
9385,4 Dwight Point,2,Individual,PersonaNatural
9386,75 Pepper Wood Center,1,Compartida,PersonaNatural
9387,7 Dottie Drive,4,Individual,PersonaNatural
9388,961 Kim Junction,3,Compartida,PersonaNatural
9389,9 Manufacturers Pass,1,Compartida,PersonaNatural
9390,3255 Packers Circle,4,Individual,PersonaNatural
9391,84 Nancy Drive,1,Individual,PersonaNatural
9392,59 Dexter Park,4,Compartida,PersonaNatural
9393,48283 Graedel Crossing,4,Individual,PersonaNatural
9394,30636 Namekagon Plaza,1,Individual,PersonaNatural
9395,7 Dahle Avenue,4,Compartida,PersonaNatural
9396,8 Village Green Parkway,2,Individual,PersonaNatural
9397,50 Springs Way,1,Individual,PersonaNatural
9398,3 Milwaukee Place,4,Individual,PersonaNatural
9399,21 Chive Crossing,4,Individual,PersonaNatural
9400,8 Swallow Lane,4,Individual,PersonaNatural
9401,9278 Buena Vista Center,1,Compartida,PersonaNatural
9402,25842 American Place,3,Compartida,PersonaNatural
9403,65141 Hooker Avenue,1,Individual,PersonaNatural
9404,445 Talisman Crossing,2,Individual,PersonaNatural
9405,5004 Stephen Hill,1,Individual,PersonaNatural
9406,9 Shopko Parkway,1,Compartida,PersonaNatural
9407,5270 Hauk Trail,3,Individual,PersonaNatural
9408,40794 Merry Avenue,2,Compartida,PersonaNatural
9409,1 Sherman Court,3,Compartida,PersonaNatural
9410,8 Gerald Avenue,3,Compartida,PersonaNatural
9411,7618 Caliangt Junction,4,Individual,PersonaNatural
9412,264 Kings Road,2,Individual,PersonaNatural
9413,81034 Larry Center,3,Individual,PersonaNatural
9414,91 Petterle Park,2,Individual,PersonaNatural
9415,4 Hansons Junction,2,Compartida,PersonaNatural
9416,497 Schlimgen Trail,1,Individual,PersonaNatural
9417,72 Farwell Way,3,Individual,PersonaNatural
9418,789 Anthes Crossing,2,Compartida,PersonaNatural
9419,5 Annamark Road,4,Compartida,PersonaNatural
9420,6 Macpherson Parkway,1,Individual,PersonaNatural
9421,7 Harbort Trail,4,Compartida,PersonaNatural
9422,4512 Rowland Road,2,Individual,PersonaNatural
9423,2 Sheridan Crossing,4,Compartida,PersonaNatural
9424,38 Clarendon Center,2,Compartida,PersonaNatural
9425,3 High Crossing Parkway,1,Compartida,PersonaNatural
9426,412 Anderson Terrace,1,Individual,PersonaNatural
9427,72 Mallory Crossing,3,Individual,PersonaNatural
9428,793 Lyons Hill,1,Individual,PersonaNatural
9429,468 Porter Point,4,Compartida,PersonaNatural
9430,7661 Dakota Crossing,1,Compartida,PersonaNatural
9431,2163 Manufacturers Point,2,Compartida,PersonaNatural
9432,0369 Kinsman Park,1,Compartida,PersonaNatural
9433,88 Summit Point,2,Compartida,PersonaNatural
9434,5323 Mcguire Avenue,3,Compartida,PersonaNatural
9435,0 Thompson Alley,1,Compartida,PersonaNatural
9436,39798 Center Road,1,Individual,PersonaNatural
9437,2447 Rusk Junction,4,Individual,PersonaNatural
9438,756 Briar Crest Center,1,Compartida,PersonaNatural
9439,3 Carioca Pass,2,Individual,PersonaNatural
9440,44427 Warrior Drive,4,Individual,PersonaNatural
9441,60051 Oak Trail,3,Individual,PersonaNatural
9442,9 Old Gate Circle,3,Compartida,PersonaNatural
9443,2638 Anzinger Parkway,4,Individual,PersonaNatural
9444,1531 Valley Edge Circle,1,Individual,PersonaNatural
9445,126 Summer Ridge Road,1,Compartida,PersonaNatural
9446,19287 Basil Way,3,Compartida,PersonaNatural
9447,72 Forest Crossing,4,Compartida,PersonaNatural
9448,0 Burrows Street,2,Individual,PersonaNatural
9449,43 Everett Trail,2,Compartida,PersonaNatural
9450,047 Merrick Court,3,Compartida,PersonaNatural
9451,11100 Sullivan Hill,4,Individual,PersonaNatural
9452,81177 Wayridge Way,4,Individual,PersonaNatural
9453,4 Myrtle Alley,1,Compartida,PersonaNatural
9454,557 4th Crossing,1,Compartida,PersonaNatural
9455,2025 Sutherland Trail,4,Individual,PersonaNatural
9456,6841 Mariners Cove Hill,2,Individual,PersonaNatural
9457,581 Bellgrove Junction,2,Individual,PersonaNatural
9458,68 Tomscot Way,1,Compartida,PersonaNatural
9459,42 Bonner Junction,1,Individual,PersonaNatural
9460,80 Ramsey Circle,2,Compartida,PersonaNatural
9461,5 Hintze Way,2,Compartida,PersonaNatural
9462,92412 Quincy Avenue,3,Individual,PersonaNatural
9463,3 Maryland Avenue,3,Individual,PersonaNatural
9464,238 Bashford Trail,2,Compartida,PersonaNatural
9465,58 Schlimgen Center,1,Individual,PersonaNatural
9466,0024 Troy Way,1,Individual,PersonaNatural
9467,3 Susan Crossing,1,Compartida,PersonaNatural
9468,1 Basil Way,2,Individual,PersonaNatural
9469,69493 Summerview Crossing,2,Individual,PersonaNatural
9470,47 Mifflin Drive,1,Individual,PersonaNatural
9471,939 Homewood Pass,1,Compartida,PersonaNatural
9472,4045 Garrison Park,1,Compartida,PersonaNatural
9473,58258 Maple Wood Crossing,1,Individual,PersonaNatural
9474,5283 Tomscot Trail,3,Compartida,PersonaNatural
9475,4331 Village Street,4,Compartida,PersonaNatural
9476,702 Petterle Alley,1,Compartida,PersonaNatural
9477,8727 Golf Course Avenue,4,Individual,PersonaNatural
9478,2 Hanson Pass,3,Individual,PersonaNatural
9479,661 Farragut Terrace,2,Individual,PersonaNatural
9480,2440 School Park,4,Compartida,PersonaNatural
9481,48909 Sommers Center,4,Compartida,PersonaNatural
9482,00 Cottonwood Point,2,Compartida,PersonaNatural
9483,8 Graedel Lane,2,Individual,PersonaNatural
9484,0687 8th Terrace,4,Compartida,PersonaNatural
9485,95 Victoria Alley,2,Individual,PersonaNatural
9486,107 Ludington Way,1,Compartida,PersonaNatural
9487,4632 Calypso Circle,3,Compartida,PersonaNatural
9488,5780 Debra Court,4,Compartida,PersonaNatural
9489,27057 Red Cloud Parkway,3,Individual,PersonaNatural
9490,63 Corry Street,2,Individual,PersonaNatural
9491,5 Oxford Hill,3,Compartida,PersonaNatural
9492,94814 Weeping Birch Street,3,Individual,PersonaNatural
9493,9 Sunbrook Drive,1,Individual,PersonaNatural
9494,872 Shelley Court,2,Individual,PersonaNatural
9495,9794 Blackbird Plaza,2,Individual,PersonaNatural
9496,07 Sunbrook Pass,2,Individual,PersonaNatural
9497,8 Buell Court,1,Compartida,PersonaNatural
9498,9 Banding Circle,3,Individual,PersonaNatural
9499,2 Kropf Park,1,Compartida,PersonaNatural
9500,72959 Elgar Park,3,Individual,PersonaNatural
9501,67897 Doe Crossing Circle,2,Compartida,PersonaNatural
9502,2162 Hintze Pass,4,Compartida,PersonaNatural
9503,84631 Cottonwood Drive,2,Individual,PersonaNatural
9504,1172 Twin Pines Plaza,1,Individual,PersonaNatural
9505,0092 Jay Point,1,Compartida,PersonaNatural
9506,230 Straubel Street,4,Individual,PersonaNatural
9507,968 Ridge Oak Terrace,4,Individual,PersonaNatural
9508,404 Hoepker Trail,2,Compartida,PersonaNatural
9509,0611 Superior Circle,3,Compartida,PersonaNatural
9510,3237 Green Ridge Crossing,2,Individual,PersonaNatural
9511,404 Huxley Alley,4,Compartida,PersonaNatural
9512,1442 Dayton Street,2,Compartida,PersonaNatural
9513,93 Canary Avenue,4,Individual,PersonaNatural
9514,2 Utah Way,2,Individual,PersonaNatural
9515,59 Morningstar Trail,2,Compartida,PersonaNatural
9516,45232 Sundown Point,1,Compartida,PersonaNatural
9517,9251 Johnson Terrace,4,Compartida,PersonaNatural
9518,32 Burning Wood Center,1,Individual,PersonaNatural
9519,62054 Evergreen Road,1,Compartida,PersonaNatural
9520,30230 Browning Avenue,4,Individual,PersonaNatural
9521,01 Florence Point,3,Individual,PersonaNatural
9522,73154 Sloan Pass,1,Compartida,PersonaNatural
9523,8452 Stuart Terrace,4,Individual,PersonaNatural
9524,595 Carioca Street,3,Compartida,PersonaNatural
9525,1 Eastwood Trail,1,Compartida,PersonaNatural
9526,45 Pennsylvania Way,1,Individual,PersonaNatural
9527,61 Lindbergh Parkway,1,Compartida,PersonaNatural
9528,229 Elka Terrace,2,Individual,PersonaNatural
9529,78 Clove Trail,2,Compartida,PersonaNatural
9530,8 Union Junction,4,Individual,PersonaNatural
9531,65 Warner Place,3,Individual,PersonaNatural
9532,83963 American Lane,2,Individual,PersonaNatural
9533,7164 Hoepker Pass,2,Compartida,PersonaNatural
9534,61489 Esch Place,2,Individual,PersonaNatural
9535,31333 Sunfield Parkway,2,Compartida,PersonaNatural
9536,64234 Mesta Circle,2,Compartida,PersonaNatural
9537,579 Armistice Road,2,Compartida,PersonaNatural
9538,3 Calypso Court,3,Individual,PersonaNatural
9539,9 Northridge Alley,1,Compartida,PersonaNatural
9540,23 Erie Pass,1,Compartida,PersonaNatural
9541,527 Vahlen Terrace,3,Compartida,PersonaNatural
9542,35796 Jenna Hill,1,Individual,PersonaNatural
9543,8 Stuart Trail,3,Compartida,PersonaNatural
9544,0079 Vahlen Avenue,3,Individual,PersonaNatural
9545,111 Vahlen Lane,3,Individual,PersonaNatural
9546,309 Rigney Park,1,Compartida,PersonaNatural
9547,14136 Prairie Rose Terrace,1,Compartida,PersonaNatural
9548,853 Daystar Park,3,Individual,PersonaNatural
9549,92455 Memorial Street,4,Individual,PersonaNatural
9550,45 Green Ridge Way,2,Individual,PersonaNatural
9551,1 Sheridan Junction,3,Individual,PersonaNatural
9552,06144 Comanche Trail,4,Individual,PersonaNatural
9553,9 Arapahoe Junction,3,Compartida,PersonaNatural
9554,65 Anniversary Point,1,Individual,PersonaNatural
9555,9 American Ash Park,2,Individual,PersonaNatural
9556,50073 Union Way,2,Individual,PersonaNatural
9557,5 Almo Avenue,1,Compartida,PersonaNatural
9558,90 Crownhardt Alley,3,Individual,PersonaNatural
9559,18 Monterey Alley,2,Individual,PersonaNatural
9560,0 Onsgard Plaza,1,Compartida,PersonaNatural
9561,372 Ramsey Crossing,2,Individual,PersonaNatural
9562,32442 Shelley Crossing,2,Compartida,PersonaNatural
9563,022 Stephen Circle,3,Compartida,PersonaNatural
9564,78296 Northridge Point,2,Compartida,PersonaNatural
9565,522 Oxford Lane,3,Compartida,PersonaNatural
9566,5890 Upham Avenue,4,Compartida,PersonaNatural
9567,65 South Parkway,3,Individual,PersonaNatural
9568,4 Superior Parkway,1,Compartida,PersonaNatural
9569,40127 Old Gate Plaza,3,Compartida,PersonaNatural
9570,7 Roxbury Drive,3,Compartida,PersonaNatural
9571,09363 Carberry Avenue,3,Individual,PersonaNatural
9572,7 Rockefeller Circle,3,Compartida,PersonaNatural
9573,2 Paget Street,4,Compartida,PersonaNatural
9574,666 Westridge Hill,1,Compartida,PersonaNatural
9575,5 South Street,4,Individual,PersonaNatural
9576,4658 Superior Alley,4,Compartida,PersonaNatural
9577,44 Anthes Hill,3,Compartida,PersonaNatural
9578,145 Hintze Terrace,3,Compartida,PersonaNatural
9579,69 Havey Hill,4,Compartida,PersonaNatural
9580,05757 6th Place,4,Individual,PersonaNatural
9581,9562 Gateway Terrace,4,Individual,PersonaNatural
9582,3924 Welch Drive,1,Compartida,PersonaNatural
9583,747 Superior Junction,3,Compartida,PersonaNatural
9584,78 Lunder Lane,1,Compartida,PersonaNatural
9585,96947 Old Gate Center,1,Individual,PersonaNatural
9586,3 Roth Hill,2,Compartida,PersonaNatural
9587,3265 Daystar Lane,1,Compartida,PersonaNatural
9588,5221 Mccormick Parkway,1,Compartida,PersonaNatural
9589,565 Charing Cross Parkway,3,Individual,PersonaNatural
9590,2265 Service Way,1,Individual,PersonaNatural
9591,9877 Dayton Place,3,Individual,PersonaNatural
9592,6086 Ruskin Drive,2,Compartida,PersonaNatural
9593,9493 Namekagon Way,3,Compartida,PersonaNatural
9594,45043 Eagan Crossing,3,Compartida,PersonaNatural
9595,4 Farmco Alley,2,Compartida,PersonaNatural
9596,4579 Prairieview Park,1,Compartida,PersonaNatural
9597,6 Summer Ridge Road,2,Compartida,PersonaNatural
9598,13 Tennyson Way,3,Individual,PersonaNatural
9599,211 Northfield Crossing,2,Individual,PersonaNatural
9600,92 Kensington Junction,3,Compartida,PersonaNatural
9601,6546 Anniversary Place,1,Individual,PersonaNatural
9602,64112 Village Place,3,Compartida,PersonaNatural
9603,18 Bayside Point,2,Compartida,PersonaNatural
9604,13320 High Crossing Parkway,4,Compartida,PersonaNatural
9605,267 Derek Drive,4,Compartida,PersonaNatural
9606,40 Texas Road,2,Compartida,PersonaNatural
9607,7 Lerdahl Center,4,Individual,PersonaNatural
9608,94 Di Loreto Junction,4,Compartida,PersonaNatural
9609,23608 Michigan Trail,3,Individual,PersonaNatural
9610,20 Monica Hill,3,Compartida,PersonaNatural
9611,7 Northfield Drive,2,Compartida,PersonaNatural
9612,06 Derek Street,1,Compartida,PersonaNatural
9613,5 Anderson Lane,4,Individual,PersonaNatural
9614,75 Vidon Court,3,Compartida,PersonaNatural
9615,436 Graedel Plaza,4,Compartida,PersonaNatural
9616,86174 Michigan Court,4,Compartida,PersonaNatural
9617,1578 Caliangt Street,2,Individual,PersonaNatural
9618,4443 Pepper Wood Court,3,Individual,PersonaNatural
9619,2 Barnett Trail,3,Compartida,PersonaNatural
9620,79 Warner Terrace,4,Individual,PersonaNatural
9621,528 Marcy Circle,4,Individual,PersonaNatural
9622,31852 Green Ridge Park,2,Compartida,PersonaNatural
9623,95 Alpine Street,2,Individual,PersonaNatural
9624,0 Shasta Avenue,3,Individual,PersonaNatural
9625,4355 Victoria Street,2,Individual,PersonaNatural
9626,3624 Ridge Oak Road,3,Individual,PersonaNatural
9627,6488 Katie Drive,3,Individual,PersonaNatural
9628,3 Autumn Leaf Parkway,1,Compartida,PersonaNatural
9629,6561 Walton Drive,1,Individual,PersonaNatural
9630,46928 Loomis Plaza,2,Individual,PersonaNatural
9631,0 Briar Crest Circle,4,Compartida,PersonaNatural
9632,50300 Pleasure Avenue,3,Compartida,PersonaNatural
9633,75 Bunker Hill Point,3,Compartida,PersonaNatural
9634,6 1st Lane,2,Compartida,PersonaNatural
9635,08635 Merrick Plaza,2,Individual,PersonaNatural
9636,11 Larry Point,4,Compartida,PersonaNatural
9637,2329 Troy Lane,4,Individual,PersonaNatural
9638,51084 Bultman Lane,3,Individual,PersonaNatural
9639,7929 Muir Avenue,4,Individual,PersonaNatural
9640,6294 Vermont Way,3,Compartida,PersonaNatural
9641,732 Darwin Hill,2,Compartida,PersonaNatural
9642,8 Clove Junction,2,Individual,PersonaNatural
9643,642 Mcbride Terrace,4,Compartida,PersonaNatural
9644,7 Holy Cross Avenue,4,Compartida,PersonaNatural
9645,7815 Sommers Parkway,3,Individual,PersonaNatural
9646,24928 Surrey Alley,4,Individual,PersonaNatural
9647,846 Oak Pass,2,Individual,PersonaNatural
9648,589 Walton Road,3,Compartida,PersonaNatural
9649,5 David Court,4,Individual,PersonaNatural
9650,9424 Arizona Center,1,Compartida,PersonaNatural
9651,3603 Onsgard Junction,2,Individual,PersonaNatural
9652,6944 Oak Valley Hill,4,Compartida,PersonaNatural
9653,19396 Scofield Drive,2,Individual,PersonaNatural
9654,0626 Bellgrove Plaza,4,Individual,PersonaNatural
9655,01189 Hovde Street,2,Individual,PersonaNatural
9656,3 New Castle Trail,3,Individual,PersonaNatural
9657,30753 High Crossing Alley,2,Compartida,PersonaNatural
9658,8507 Hauk Point,1,Individual,PersonaNatural
9659,05 Mosinee Parkway,4,Compartida,PersonaNatural
9660,9 Kipling Parkway,2,Compartida,PersonaNatural
9661,2065 Loftsgordon Park,4,Individual,PersonaNatural
9662,0 Mariners Cove Center,3,Individual,PersonaNatural
9663,2 Fieldstone Hill,1,Individual,PersonaNatural
9664,064 Crest Line Place,4,Compartida,PersonaNatural
9665,67 Muir Hill,3,Compartida,PersonaNatural
9666,28 Kipling Center,4,Compartida,PersonaNatural
9667,1 Daystar Way,1,Individual,PersonaNatural
9668,9959 Grasskamp Road,2,Compartida,PersonaNatural
9669,5 Manufacturers Road,1,Individual,PersonaNatural
9670,3 Bartillon Plaza,2,Compartida,PersonaNatural
9671,987 Kipling Park,2,Individual,PersonaNatural
9672,619 Logan Drive,3,Individual,PersonaNatural
9673,0009 Londonderry Hill,2,Individual,PersonaNatural
9674,86368 Annamark Street,3,Individual,PersonaNatural
9675,37 Monica Drive,2,Compartida,PersonaNatural
9676,141 Moulton Drive,1,Individual,PersonaNatural
9677,0287 Sloan Point,4,Compartida,PersonaNatural
9678,47 Butternut Junction,2,Individual,PersonaNatural
9679,7028 Del Mar Terrace,2,Compartida,PersonaNatural
9680,8899 Veith Crossing,1,Compartida,PersonaNatural
9681,8896 Barby Alley,2,Individual,PersonaNatural
9682,11 Luster Hill,1,Compartida,PersonaNatural
9683,26438 Dunning Place,4,Individual,PersonaNatural
9684,13 Pepper Wood Road,4,Compartida,PersonaNatural
9685,4 Warrior Street,2,Compartida,PersonaNatural
9686,1533 Montana Court,2,Individual,PersonaNatural
9687,0 Armistice Center,1,Individual,PersonaNatural
9688,78 Lyons Street,2,Compartida,PersonaNatural
9689,053 Meadow Vale Drive,4,Compartida,PersonaNatural
9690,9 Arapahoe Parkway,3,Individual,PersonaNatural
9691,70560 Bellgrove Place,1,Individual,PersonaNatural
9692,0 Division Hill,3,Compartida,PersonaNatural
9693,85023 Jackson Road,2,Individual,PersonaNatural
9694,35645 Spaight Crossing,4,Compartida,PersonaNatural
9695,55 Myrtle Alley,2,Compartida,PersonaNatural
9696,8471 Kings Alley,3,Compartida,PersonaNatural
9697,56 Haas Crossing,4,Compartida,PersonaNatural
9698,5030 Lindbergh Drive,4,Compartida,PersonaNatural
9699,02039 Moose Lane,4,Individual,PersonaNatural
9700,44395 Rutledge Way,1,Individual,PersonaNatural
9701,789 Marcy Plaza,1,Compartida,PersonaNatural
9702,192 Graceland Street,2,Individual,PersonaNatural
9703,909 Ramsey Alley,3,Compartida,PersonaNatural
9704,3285 Meadow Vale Pass,4,Individual,PersonaNatural
9705,0059 Monterey Plaza,1,Compartida,PersonaNatural
9706,340 Northridge Park,4,Compartida,PersonaNatural
9707,55327 Mosinee Junction,3,Individual,PersonaNatural
9708,82984 North Crossing,4,Compartida,PersonaNatural
9709,2798 Dennis Alley,3,Individual,PersonaNatural
9710,2 Carioca Trail,3,Individual,PersonaNatural
9711,9492 Lake View Pass,3,Individual,PersonaNatural
9712,75984 Grim Circle,4,Individual,PersonaNatural
9713,8 Eliot Crossing,1,Individual,PersonaNatural
9714,958 Village Green Lane,4,Compartida,PersonaNatural
9715,99694 Ilene Alley,4,Compartida,PersonaNatural
9716,9197 Grasskamp Way,1,Compartida,PersonaNatural
9717,19 Florence Place,2,Individual,PersonaNatural
9718,92537 Delaware Circle,3,Compartida,PersonaNatural
9719,0 School Road,1,Compartida,PersonaNatural
9720,86 Riverside Drive,2,Compartida,PersonaNatural
9721,86 Mendota Center,2,Compartida,PersonaNatural
9722,1 Schmedeman Place,2,Compartida,PersonaNatural
9723,5837 Moulton Trail,4,Individual,PersonaNatural
9724,5 Esch Crossing,4,Individual,PersonaNatural
9725,093 Center Court,3,Compartida,PersonaNatural
9726,5338 Truax Terrace,2,Compartida,PersonaNatural
9727,912 Elka Parkway,1,Compartida,PersonaNatural
9728,2 Vahlen Pass,3,Compartida,PersonaNatural
9729,050 Larry Parkway,1,Individual,PersonaNatural
9730,6729 Bartillon Lane,1,Compartida,PersonaNatural
9731,3 School Alley,2,Compartida,PersonaNatural
9732,9 Mifflin Park,4,Compartida,PersonaNatural
9733,139 Scofield Junction,1,Compartida,PersonaNatural
9734,5 Hanson Point,1,Individual,PersonaNatural
9735,7 Lakewood Gardens Avenue,1,Compartida,PersonaNatural
9736,0 Manitowish Street,4,Compartida,PersonaNatural
9737,1 Birchwood Way,1,Individual,PersonaNatural
9738,097 Dakota Hill,4,Compartida,PersonaNatural
9739,509 Northland Road,1,Individual,PersonaNatural
9740,95809 Anzinger Circle,2,Individual,PersonaNatural
9741,2 Pierstorff Pass,1,Individual,PersonaNatural
9742,4533 Melby Center,4,Compartida,PersonaNatural
9743,6959 Clarendon Circle,2,Compartida,PersonaNatural
9744,45691 Elmside Place,3,Individual,PersonaNatural
9745,29 Ruskin Place,2,Individual,PersonaNatural
9746,0051 Derek Point,4,Compartida,PersonaNatural
9747,5 Monterey Park,2,Compartida,PersonaNatural
9748,749 Hooker Avenue,3,Compartida,PersonaNatural
9749,558 Gerald Junction,3,Individual,PersonaNatural
9750,45935 Lakewood Gardens Road,3,Compartida,PersonaNatural
